level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	7017	4963	-1	
2	1	1	0	0	0	404	1361	6454	2361	-1	
3	1	1	1	0	0	404	1361	6451	2361	-1	
4	1	1	1	1	0	3501	1361	34	22	-1	
5	1	1	1	1	1	3501	1361	34	22	92.887070	H6
4	1	1	1	2	0	3228	1414	343	107	-1	
5	1	1	1	2	1	3228	1483	105	25	92.416214	+29,000
5	1	1	1	2	2	3396	1414	116	107	30.592133	зн
5	1	1	1	2	3	3547	1418	24	88	9.431450	ie
4	1	1	1	3	0	3400	1558	287	118	-1	
5	1	1	1	3	1	3317	1558	458	118	55.067829	"вай
4	1	1	1	4	0	3412	1764	115	57	-1	
5	1	1	1	4	1	3412	1764	115	57	41.580330	с
4	1	1	1	5	0	508	1760	6091	106	-1	
5	1	1	1	5	1	508	1831	535	29	40.468414	т
5	1	1	1	5	2	1281	1831	637	29	26.918571	ее
5	1	1	1	5	3	2261	1831	920	29	36.711662	ар
5	1	1	1	5	4	3427	1760	90	106	30.450729	ae
5	1	1	1	5	5	3578	1760	98	106	44.352180	ee
5	1	1	1	5	6	3695	1829	55	31	63.791702	Р
5	1	1	1	5	7	3790	1829	38	31	38.198311	О
5	1	1	1	5	8	3861	1825	59	41	45.347820	ІТ
5	1	1	1	5	9	3964	1829	1	31	53.179417	І
5	1	1	1	5	10	4039	1825	62	41	34.342773	ГТ
5	1	1	1	5	11	4138	1829	8	31	56.284233	І
5	1	1	1	5	12	4230	1829	24	31	47.212719	І
5	1	1	1	5	13	4319	1829	8	31	60.313904	І
5	1	1	1	5	14	4432	1825	103	41	61.877312	СІ
5	1	1	1	5	15	4593	1829	25	31	65.151352	І
5	1	1	1	5	16	4698	1829	39	31	54.330791	О
5	1	1	1	5	17	4766	1825	63	41	53.674103	ІІ
5	1	1	1	5	18	4862	1829	10	31	58.824142	І
5	1	1	1	5	19	4958	1829	23	31	69.394958	І
5	1	1	1	5	20	5061	1825	55	41	41.648365	ООС
5	1	1	1	5	21	5132	1829	22	31	36.781803	О
5	1	1	1	5	22	5269	1829	148	31	49.195747	(І
5	1	1	1	5	23	5542	1829	56	31	41.157074	І
5	1	1	1	5	24	5720	1825	97	41	37.639774	ЕР
5	1	1	1	5	25	5891	1825	86	41	46.223202	||
5	1	1	1	5	26	6041	1825	28	41	57.307800	ОА
5	1	1	1	5	27	6079	1825	42	41	64.095291	ОО
5	1	1	1	5	28	6151	1825	45	41	63.753456	ОО
5	1	1	1	5	29	6219	1825	32	41	36.917286	"ОЙ
5	1	1	1	5	30	6260	1825	42	41	62.269085	ОО
5	1	1	1	5	31	6332	1825	45	41	33.126343	ОО
5	1	1	1	5	32	6403	1829	18	31	19.415649	О
5	1	1	1	5	33	6441	1825	52	41	56.655956	ООО
5	1	1	1	5	34	6523	1829	76	31	45.404049	ee
4	1	1	1	6	0	418	1897	6181	39	-1	
5	1	1	1	6	1	418	1911	16	22	58.711323	з
5	1	1	1	6	2	526	1926	11	10	71.953133	Ч.
5	1	1	1	6	3	671	1926	11	10	66.912613	и
5	1	1	1	6	4	1183	1909	25	24	38.106503	Б
5	1	1	1	6	5	1240	1900	34	33	46.365932	О
5	1	1	1	6	6	1312	1900	34	22	44.560432	О
5	1	1	1	6	7	1392	1901	15	21	40.000847	и
5	1	1	1	6	8	1421	1900	39	22	46.040596	О
5	1	1	1	6	9	1521	1900	53	22	55.301018	Я
5	1	1	1	6	10	1611	1900	39	22	43.430363	А
5	1	1	1	6	11	1673	1900	53	22	51.172691	Б
5	1	1	1	6	12	1810	1900	87	36	53.332081	Я
5	1	1	1	6	13	1972	1900	56	36	53.489880	А
5	1	1	1	6	14	2186	1900	110	36	43.292652	Я
5	1	1	1	6	15	2338	1900	38	22	32.769073	А
5	1	1	1	6	16	2433	1900	51	22	24.736778	п
5	1	1	1	6	17	2542	1900	91	33	46.148624	Б
5	1	1	1	6	18	2718	1900	34	33	48.177849	Я
5	1	1	1	6	19	2765	1900	39	22	46.477242	О
5	1	1	1	6	20	2836	1901	20	21	66.933136	т
5	1	1	1	6	21	2898	1900	34	22	50.613647	Я
5	1	1	1	6	22	2955	1900	34	22	40.928604	О
5	1	1	1	6	23	3079	1900	34	22	43.869457	Я
5	1	1	1	6	24	3159	1900	51	36	43.166805	м
5	1	1	1	6	25	3259	1900	34	22	29.069206	Я
5	1	1	1	6	26	3307	1900	34	36	43.090424	Б
5	1	1	1	6	27	3378	1900	10	22	66.469223	№
5	1	1	1	6	28	3412	1897	115	9	36.587852	и
5	1	1	1	6	29	3535	1883	19	57	46.167370	со
5	1	1	1	6	30	3559	1897	116	9	43.736870	я
5	1	1	1	6	31	3706	1900	57	36	46.523075	ОО
5	1	1	1	6	32	3872	1900	91	36	54.711662	Я
5	1	1	1	6	33	3972	1900	34	22	59.306313	Б
5	1	1	1	6	34	4090	1900	56	22	40.117035	Я
5	1	1	1	6	35	4271	1900	53	22	43.296036	Я
5	1	1	1	6	36	4361	1900	34	33	36.721092	А
5	1	1	1	6	37	4451	1900	39	33	15.548035	А
5	1	1	1	6	38	4608	1900	124	22	40.697800	Б
5	1	1	1	6	39	4817	1900	53	22	54.885971	Я
5	1	1	1	6	40	4879	1900	34	22	47.828373	Б
5	1	1	1	6	41	4960	1901	19	35	49.933952	я
5	1	1	1	6	42	5017	1900	34	22	55.903358	Я
5	1	1	1	6	43	5069	1900	34	36	35.371597	О
5	1	1	1	6	44	5131	1900	15	22	38.830025	Б
5	1	1	1	6	45	5178	1900	39	36	39.476151	А
5	1	1	1	6	46	5287	1900	53	36	43.337063	и
5	1	1	1	6	47	5387	1900	91	22	41.510128	Б
5	1	1	1	6	48	5568	1900	72	22	46.569733	Б
5	1	1	1	6	49	5724	1900	53	22	50.200676	Я
5	1	1	1	6	50	5786	1900	34	33	44.379711	Б
5	1	1	1	6	51	5905	1900	53	33	50.196121	Я
5	1	1	1	6	52	5995	1900	53	22	38.104244	Я
5	1	1	1	6	53	6081	1900	34	22	55.437679	О
5	1	1	1	6	54	6171	1900	124	22	19.477989	НП
5	1	1	1	6	55	6332	1900	53	22	40.044521	Б
5	1	1	1	6	56	6442	1900	38	36	20.396545	А
5	1	1	1	6	57	6518	1883	53	57	22.963676	ПИ
5	1	1	1	6	58	6584	1900	15	22	52.226082	и
4	1	1	1	7	0	527	2160	6033	277	-1	
5	1	1	1	7	1	527	2297	9	116	95.309868	|
5	1	1	1	7	2	588	2161	1310	276	26.877243	м
5	1	1	1	7	3	1979	2297	9	116	96.057030	|
5	1	1	1	7	4	2040	2350	851	87	39.782349	РИХ
5	1	1	1	7	5	3061	2160	245	277	50.606007	м
