level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	42	1	1	1	1399	878	150	21	32.343056	САРА
2	1	43	0	0	0	1963	865	149	21	-1	
3	1	43	1	0	0	1963	865	149	21	-1	
4	1	43	1	1	0	1963	865	149	21	-1	
5	1	43	1	1	1	1963	865	149	21	45.604111	САРА
5	1	43	1	1	2	2091	861	26	37	34.979576	з
2	1	44	0	0	0	3355	873	22	25	-1	
3	1	44	1	0	0	3355	873	22	25	-1	
4	1	44	1	1	0	3355	873	22	25	-1	
5	1	44	1	1	1	3355	873	22	25	88.708160	У
2	1	45	0	0	0	3781	877	259	21	-1	
3	1	45	1	0	0	3781	877	259	21	-1	
4	1	45	1	1	0	3781	877	259	21	-1	
5	1	45	1	1	1	3781	877	27	17	97.021431	На
5	1	45	1	1	2	3816	881	137	17	96.567703	транспортер
5	1	45	1	1	3	3961	881	44	13	96.888908	поз.
5	1	45	1	1	4	4014	877	26	17	92.291954	ТЗ
2	1	46	0	0	0	3275	927	222	22	-1	
3	1	46	1	0	0	3275	927	222	22	-1	
4	1	46	1	1	0	3275	927	222	22	-1	
5	1	46	1	1	1	3275	927	66	21	96.070152	Врізка
5	1	46	1	1	2	3350	932	11	12	93.249207	в
5	1	46	1	1	3	3369	931	128	18	92.978905	самопливну
2	1	47	0	0	0	3533	896	52	29	-1	
3	1	47	1	0	0	3533	896	52	29	-1	
4	1	47	1	1	0	3533	896	52	29	-1	
5	1	47	1	1	1	3533	896	52	29	96.469994	6.9
2	1	48	0	0	0	3781	906	159	22	-1	
3	1	48	1	0	0	3781	906	159	22	-1	
4	1	48	1	1	0	3781	906	159	22	-1	
5	1	48	1	1	1	3781	906	159	22	96.129692	(завантаження
2	1	49	0	0	0	3275	956	205	22	-1	
3	1	49	1	0	0	3275	956	205	22	-1	
4	1	49	1	1	0	3275	956	205	22	-1	
5	1	49	1	1	1	3275	956	60	22	96.825554	трубу
5	1	49	1	1	2	3343	956	68	20	96.357101	подачі
5	1	49	1	1	3	3420	960	60	17	96.162544	зерна
2	1	50	0	0	0	3781	934	100	22	-1	
3	1	50	1	0	0	3781	934	100	22	-1	
4	1	50	1	1	0	3781	934	100	22	-1	
5	1	50	1	1	1	3781	934	100	22	96.673378	сушарки)
2	1	51	0	0	0	3275	989	165	18	-1	
3	1	51	1	0	0	3275	989	165	18	-1	
4	1	51	1	1	0	3275	989	165	18	-1	
5	1	51	1	1	1	3275	989	23	13	97.010712	на
5	1	51	1	1	2	3307	989	74	18	96.677399	очисну
5	1	51	1	1	3	3389	989	51	18	96.938553	вежу
2	1	52	0	0	0	3539	979	259	21	-1	
3	1	52	1	0	0	3539	979	259	21	-1	
4	1	52	1	1	0	3539	979	259	21	-1	
5	1	52	1	1	1	3539	979	27	17	97.020889	На
5	1	52	1	1	2	3574	983	137	17	96.618797	транспортер
5	1	52	1	1	3	3719	983	44	13	92.220650	поз.
5	1	52	1	1	4	3772	979	26	17	92.220650	Т5
2	1	53	0	0	0	3275	1014	165	22	-1	
3	1	53	1	0	0	3275	1014	165	22	-1	
4	1	53	1	1	0	3275	1014	165	22	-1	
5	1	53	1	1	1	3275	1014	119	22	96.187752	(сепаратор
5	1	53	1	1	2	3403	1014	37	17	96.187752	або
2	1	54	0	0	0	3539	1008	238	22	-1	
3	1	54	1	0	0	3539	1008	238	22	-1	
4	1	54	1	1	0	3539	1008	238	22	-1	
5	1	54	1	1	1	3539	1008	82	22	93.304550	(силоси
5	1	54	1	1	2	3630	1012	67	13	92.627655	волог.
5	1	54	1	1	3	3706	1008	71	22	96.910065	зерна)
2	1	55	0	0	0	3275	1071	71	22	-1	
3	1	55	1	0	0	3275	1071	71	22	-1	
4	1	55	1	1	0	3275	1071	71	22	-1	
5	1	55	1	1	1	3275	1071	71	22	96.757980	зерна)
2	1	56	0	0	0	3275	1042	162	22	-1	
3	1	56	1	0	0	3275	1042	162	22	-1	
4	1	56	1	1	0	3275	1042	162	22	-1	
5	1	56	1	1	1	3275	1042	73	22	95.862274	бункер
5	1	56	1	1	2	3356	1047	81	13	95.862274	чистого
2	1	57	0	0	0	1296	1223	292	26	-1	
3	1	57	1	0	0	1296	1223	292	26	-1	
4	1	57	1	1	0	1296	1223	292	26	-1	
5	1	57	1	1	1	1296	1219	77	43	92.299553	МСВУ
5	1	57	1	1	2	1403	1223	185	26	91.024353	220.13.B12
2	1	58	0	0	0	1849	1223	292	26	-1	
3	1	58	1	0	0	1849	1223	292	26	-1	
4	1	58	1	1	0	1849	1223	292	26	-1	
5	1	58	1	1	1	1849	1223	104	26	91.192139	МСВУ
5	1	58	1	1	2	1962	1223	179	26	89.723785	220.13.B12
2	1	59	0	0	0	2299	1306	74	22	-1	
3	1	59	1	0	0	2299	1306	74	22	-1	
4	1	59	1	1	0	2299	1306	74	22	-1	
5	1	59	1	1	1	2299	1306	74	22	96.740257	Бункер
2	1	60	0	0	0	2299	1340	97	17	-1	
3	1	60	1	0	0	2299	1340	97	17	-1	
4	1	60	1	1	0	2299	1340	97	17	-1	
5	1	60	1	1	1	2299	1340	39	15	96.377319	для
5	1	60	1	1	2	2347	1340	49	17	96.228882	пилу
2	1	61	0	0	0	2458	1327	9	25	-1	
3	1	61	1	0	0	2458	1327	9	25	-1	
4	1	61	1	1	0	2458	1327	9	25	-1	
5	1	61	1	1	1	2458	1327	9	25	81.767914	М
2	1	62	0	0	0	2624	1330	23	26	-1	
3	1	62	1	0	0	2624	1330	23	26	-1	
4	1	62	1	1	0	2624	1330	23	26	-1	
5	1	62	1	1	1	2624	1330	23	26	90.241486	У
2	1	63	0	0	0	2393	1479	46	29	-1	
3	1	63	1	0	0	2393	1479	46	29	-1	
4	1	63	1	1	0	2393	1479	46	29	-1	
5	1	63	1	1	1	2393	1479	46	29	95.948006	8.1
2	1	64	0	0	0	2814	1482	46	29	-1	
3	1	64	1	0	0	2814	1482	46	29	-1	
4	1	64	1	1	0	2814	1482	46	29	-1	
5	1	64	1	1	1	2814	1482	46	29	91.699646	H6
2	1	65	0	0	0	926	1505	221	22	-1	
3	1	65	1	0	0	926	1505	221	22	-1	
4	1	65	1	1	0	926	1505	221	22	-1	
5	1	65	1	1	1	926	1505	85	22	96.965195	Засувки
5	1	65	1	1	2	1020	1509	9	13	96.906326	з
5	1	65	1	1	3	1038	1509	109	18	96.510452	комплекту
2	1	66	0	0	0	926	1533	80	18	-1	
3	1	66	1	0	0	926	1533	80	18	-1	
4	1	66	1	1	0	926	1533	80	18	-1	
5	1	66	1	1	1	926	1533	80	18	96.299713	силосів
2	1	67	0	0	0	2756	1530	161	35	-1	
3	1	67	1	0	0	2756	1530	161	35	-1	
4	1	67	1	1	0	2756	1530	161	35	-1	
5	1	67	1	1	1	2756	1531	60	29	96.441620	100
5	1	67	1	1	2	2829	1530	88	35	95.647369	т/год
2	1	68	0	0	0	3163	1540	66	28	-1	
3	1	68	1	0	0	3163	1540	66	28	-1	
4	1	68	1	1	0	3163	1540	66	28	-1	
5	1	68	1	1	1	3163	1540	66	28	66.995239	114
2	1	69	0	0	0	1267	1602	60	10	-1	
3	1	69	1	0	0	1267	1602	60	10	-1	
4	1	69	1	1	0	1267	1602	60	10	-1	
5	1	69	1	1	1	1267	1602	60	10	77.439095	+
2	1	70	0	0	0	1338	1602	61	10	-1	
3	1	70	1	0	0	1338	1602	61	10	-1	
4	1	70	1	1	0	1338	1602	61	10	-1	
5	1	70	1	1	1	1338	1602	61	10	75.532623	+
2	1	71	0	0	0	1410	1602	61	10	-1	
3	1	71	1	0	0	1410	1602	61	10	-1	
4	1	71	1	1	0	1410	1602	61	10	-1	
5	1	71	1	1	1	1410	1602	61	10	62.414635	+,
2	1	72	0	0	0	1482	1602	61	10	-1	
3	1	72	1	0	0	1482	1602	61	10	-1	
4	1	72	1	1	0	1482	1602	61	10	-1	
5	1	72	1	1	1	1482	1602	61	10	62.414635	+,
2	1	73	0	0	0	1554	1602	61	10	-1	
3	1	73	1	0	0	1554	1602	61	10	-1	
4	1	73	1	1	0	1554	1602	61	10	-1	
5	1	73	1	1	1	1554	1602	61	10	78.983894	+
2	1	74	0	0	0	1626	1602	60	10	-1	
3	1	74	1	0	0	1626	1602	60	10	-1	
4	1	74	1	1	0	1626	1602	60	10	-1	
5	1	74	1	1	1	1626	1602	60	10	77.288002	+
2	1	75	0	0	0	1759	1602	60	10	-1	
3	1	75	1	0	0	1759	1602	60	10	-1	
4	1	75	1	1	0	1759	1602	60	10	-1	
5	1	75	1	1	1	1759	1602	60	10	77.439095	+
2	1	76	0	0	0	1830	1602	61	10	-1	
3	1	76	1	0	0	1830	1602	61	10	-1	
4	1	76	1	1	0	1830	1602	61	10	-1	
5	1	76	1	1	1	1830	1602	61	10	75.532623	+
2	1	77	0	0	0	1902	1602	61	10	-1	
3	1	77	1	0	0	1902	1602	61	10	-1	
4	1	77	1	1	0	1902	1602	61	10	-1	
5	1	77	1	1	1	1902	1602	61	10	62.414635	+,
2	1	78	0	0	0	1974	1602	61	10	-1	
3	1	78	1	0	0	1974	1602	61	10	-1	
4	1	78	1	1	0	1974	1602	61	10	-1	
5	1	78	1	1	1	1974	1602	61	10	62.414635	+,
2	1	79	0	0	0	2046	1602	61	10	-1	
3	1	79	1	0	0	2046	1602	61	10	-1	
4	1	79	1	1	0	2046	1602	61	10	-1	
5	1	79	1	1	1	2046	1602	61	10	83.486404	+
2	1	80	0	0	0	2118	1602	60	10	-1	
3	1	80	1	0	0	2118	1602	60	10	-1	
4	1	80	1	1	0	2118	1602	60	10	-1	
5	1	80	1	1	1	2118	1602	60	10	77.288002	+
2	1	81	0	0	0	2190	1602	60	10	-1	
3	1	81	1	0	0	2190	1602	60	10	-1	
4	1	81	1	1	0	2190	1602	60	10	-1	
5	1	81	1	1	1	2190	1602	60	10	77.439095	+
2	1	82	0	0	0	2756	1582	38	29	-1	
3	1	82	1	0	0	2756	1582	38	29	-1	
4	1	82	1	1	0	2756	1582	38	29	-1	
5	1	82	1	1	1	2756	1582	38	29	96.885971	10
2	1	83	0	0	0	1192	1597	63	41	-1	
3	1	83	1	0	0	1192	1597	63	41	-1	
4	1	83	1	1	0	1192	1597	63	41	-1	
5	1	83	1	1	1	1192	1597	63	41	43.695190	NC
2	1	84	0	0	0	1264	1617	420	21	-1	
3	1	84	1	0	0	1264	1617	420	21	-1	
4	1	84	1	1	0	1264	1617	420	21	-1	
5	1	84	1	1	1	1264	1617	61	21	8.110497	We
5	1	84	1	1	2	1336	1617	61	21	8.110497	LU
5	1	84	1	1	3	1408	1617	61	21	44.344040	LY
5	1	84	1	1	4	1479	1617	134	21	18.009415	LL}
5	1	84	1	1	5	1623	1617	61	21	12.960129	Le
2	1	85	0	0	0	1756	1617	492	21	-1	
3	1	85	1	0	0	1756	1617	492	21	-1	
4	1	85	1	1	0	1756	1617	492	21	-1	
5	1	85	1	1	1	1756	1617	133	21	55.163124	WLU
5	1	85	1	1	2	1900	1617	61	21	51.181458	LY
5	1	85	1	1	3	1971	1617	62	21	48.436317	LY
5	1	85	1	1	4	2043	1617	134	21	31.887756	LL}
5	1	85	1	1	5	2187	1617	61	21	28.788010	Lt)
2	1	86	0	0	0	2897	1592	22	53	-1	
3	1	86	1	0	0	2897	1592	22	53	-1	
4	1	86	1	1	0	2897	1592	22	53	-1	
5	1	86	1	1	1	2897	1592	22	53	79.586922	у
2	1	87	0	0	0	3110	1587	161	35	-1	
3	1	87	1	0	0	3110	1587	161	35	-1	
4	1	87	1	1	0	3110	1587	161	35	-1	
5	1	87	1	1	1	3110	1588	60	29	96.278450	100
5	1	87	1	1	2	3184	1587	87	35	96.078560	т/год
2	1	88	0	0	0	2770	1629	93	45	-1	
3	1	88	1	0	0	2770	1629	93	45	-1	
4	1	88	1	1	0	2770	1629	93	45	-1	
5	1	88	1	1	1	2770	1629	93	45	59.180710	6.15
5	1	88	1	1	2	2852	1610	12	69	82.521210	|
2	1	89	0	0	0	3145	1654	74	15	-1	
3	1	89	1	0	0	3145	1654	74	15	-1	
4	1	89	1	1	0	3145	1654	74	15	-1	
5	1	89	1	1	1	3145	1654	74	15	17.293533	=
2	1	90	0	0	0	3546	1648	3	26	-1	
3	1	90	1	0	0	3546	1648	3	26	-1	
4	1	90	1	1	0	3546	1648	3	26	-1	
5	1	90	1	1	1	3546	1648	3	26	92.650818	)
2	1	91	0	0	0	2549	1661	74	29	-1	
3	1	91	1	0	0	2549	1661	74	29	-1	
4	1	91	1	1	0	2549	1661	74	29	-1	
5	1	91	1	1	1	2549	1661	74	29	95.835640	6.13
2	1	92	0	0	0	3250	1673	315	48	-1	
3	1	92	1	0	0	3250	1673	315	48	-1	
4	1	92	1	1	0	3250	1673	315	48	-1	
5	1	92	1	1	1	3250	1673	68	48	28.676437	ДИ
5	1	92	1	1	2	3342	1673	16	48	16.687157	а
5	1	92	1	1	3	3486	1677	79	42	23.974159	с
2	1	93	0	0	0	1156	1715	35	29	-1	
3	1	93	1	0	0	1156	1715	35	29	-1	
4	1	93	1	1	0	1156	1715	35	29	-1	
5	1	93	1	1	1	1156	1715	35	29	70.200264	О
2	1	94	0	0	0	2719	1721	74	29	-1	
3	1	94	1	0	0	2719	1721	74	29	-1	
4	1	94	1	1	0	2719	1721	74	29	-1	
5	1	94	1	1	1	2719	1721	74	29	96.634384	6.14
2	1	95	0	0	0	1686	1765	44	29	-1	
3	1	95	1	0	0	1686	1765	44	29	-1	
4	1	95	1	1	0	1686	1765	44	29	-1	
5	1	95	1	1	1	1686	1765	44	29	91.986252	T9
2	1	96	0	0	0	1633	1812	161	35	-1	
3	1	96	1	0	0	1633	1812	161	35	-1	
4	1	96	1	1	0	1633	1812	161	35	-1	
5	1	96	1	1	1	1633	1813	60	29	93.293579	100
5	1	96	1	1	2	1706	1812	88	35	95.647369	т/год
2	1	97	0	0	0	3514	1803	68	29	-1	
3	1	97	1	0	0	3514	1803	68	29	-1	
4	1	97	1	1	0	3514	1803	68	29	-1	
5	1	97	1	1	1	3514	1803	68	29	50.613598	|
2	1	98	0	0	0	3433	1948	61	29	-1	
3	1	98	1	0	0	3433	1948	61	29	-1	
4	1	98	1	1	0	3433	1948	61	29	-1	
5	1	98	1	1	1	3433	1948	61	29	90.403198	T11
2	1	99	0	0	0	2831	1991	74	29	-1	
3	1	99	1	0	0	2831	1991	74	29	-1	
4	1	99	1	1	0	2831	1991	74	29	-1	
5	1	99	1	1	1	2831	1991	74	29	96.838097	6.12
2	1	100	0	0	0	3380	1996	161	35	-1	
3	1	100	1	0	0	3380	1996	161	35	-1	
4	1	100	1	1	0	3380	1996	161	35	-1	
5	1	100	1	1	1	3380	1996	60	29	93.289589	100
5	1	100	1	1	2	3454	1996	87	35	96.185875	т/год
2	1	101	0	0	0	2712	2050	69	29	-1	
3	1	101	1	0	0	2712	2050	69	29	-1	
4	1	101	1	1	0	2712	2050	69	29	-1	
5	1	101	1	1	1	2712	2050	69	29	96.557816	6.11
2	1	102	0	0	0	1852	2125	66	29	-1	
3	1	102	1	0	0	1852	2125	66	29	-1	
4	1	102	1	1	0	1852	2125	66	29	-1	
5	1	102	1	1	1	1852	2125	66	29	88.470383	T12
2	1	103	0	0	0	3144	2126	66	29	-1	
3	1	103	1	0	0	3144	2126	66	29	-1	
4	1	103	1	1	0	3144	2126	66	29	-1	
5	1	103	1	1	1	3144	2126	66	29	88.683701	T15
2	1	104	0	0	0	1799	2173	161	35	-1	
3	1	104	1	0	0	1799	2173	161	35	-1	
4	1	104	1	1	0	1799	2173	161	35	-1	
5	1	104	1	1	1	1799	2173	60	29	93.289589	100
5	1	104	1	1	2	1873	2173	87	35	96.185875	т/год
2	1	105	0	0	0	3091	2174	161	35	-1	
3	1	105	1	0	0	3091	2174	161	35	-1	
4	1	105	1	1	0	3091	2174	161	35	-1	
5	1	105	1	1	1	3091	2174	60	29	93.292465	100
5	1	105	1	1	2	3164	2174	88	35	94.453232	т/год
2	1	106	0	0	0	1560	2263	47	13	-1	
3	1	106	1	0	0	1560	2263	47	13	-1	
4	1	106	1	1	0	1560	2263	47	13	-1	
5	1	106	1	1	1	1560	2263	47	13	71.894432	CT
2	1	107	0	0	0	1839	2241	74	15	-1	
3	1	107	1	0	0	1839	2241	74	15	-1	
4	1	107	1	1	0	1839	2241	74	15	-1	
5	1	107	1	1	1	1839	2241	74	15	33.800056	роз
2	1	108	0	0	0	2975	2241	74	15	-1	
3	1	108	1	0	0	2975	2241	74	15	-1	
4	1	108	1	1	0	2975	2241	74	15	-1	
5	1	108	1	1	1	2975	2241	74	15	28.230019	=
2	1	109	0	0	0	3729	2263	48	13	-1	
3	1	109	1	0	0	3729	2263	48	13	-1	
4	1	109	1	1	0	3729	2263	48	13	-1	
5	1	109	1	1	1	3729	2263	48	13	22.251846	№
2	1	110	0	0	0	1543	2281	150	22	-1	
3	1	110	1	0	0	1543	2281	150	22	-1	
4	1	110	1	1	0	1543	2281	150	22	-1	
5	1	110	1	1	1	1543	2277	57	38	27.543404	Ct
5	1	110	1	1	2	1618	2277	80	38	30.483208	+—\
2	1	111	0	0	0	2107	2270	150	21	-1	
3	1	111	1	0	0	2107	2270	150	21	-1	
4	1	111	1	1	0	2107	2270	150	21	-1	
5	1	111	1	1	1	2107	2270	150	21	27.666618	Сара
2	1	112	0	0	0	3080	2270	150	21	-1	
3	1	112	1	0	0	3080	2270	150	21	-1	
4	1	112	1	1	0	3080	2270	150	21	-1	
5	1	112	1	1	1	3080	2270	150	21	0.000000	—_lT)
2	1	113	0	0	0	3644	2283	150	21	-1	
3	1	113	1	0	0	3644	2283	150	21	-1	
4	1	113	1	1	0	3644	2283	150	21	-1	
5	1	113	1	1	1	3644	2283	150	21	0.000000	—_CH
2	1	114	0	0	0	1572	2321	22	25	-1	
3	1	114	1	0	0	1572	2321	22	25	-1	
4	1	114	1	1	0	1572	2321	22	25	-1	
5	1	114	1	1	1	1572	2321	22	25	94.707092	У
2	1	115	0	0	0	2135	2321	23	25	-1	
3	1	115	1	0	0	2135	2321	23	25	-1	
4	1	115	1	1	0	2135	2321	23	25	-1	
5	1	115	1	1	1	2135	2321	23	25	94.993080	У
2	1	116	0	0	0	3178	2321	24	25	-1	
3	1	116	1	0	0	3178	2321	24	25	-1	
4	1	116	1	1	0	3178	2321	24	25	-1	
5	1	116	1	1	1	3178	2321	24	25	93.958412	У
